id,address_id,name,siren,logo,created_at,updated_at
5274,5274,Distribution Est SARL,198009474,,2022-01-28 00:00:00,2022-01-28 00:00:00
5275,5275,Développement Europe EURL,665756763,,2021-07-26 00:00:00,2021-07-26 00:00:00
5276,5276,Distribution Paris SAS,132207739,,2024-12-23 00:00:00,2024-12-23 00:00:00
5277,5277,Distribution Est SASU,976215848,,2022-09-16 00:00:00,2022-09-16 00:00:00
5278,5278,Services Méditerranée SASU,152365656,,2021-04-15 00:00:00,2021-04-15 00:00:00
5279,5279,Entreprise International SASU,730230398,,2021-03-27 00:00:00,2021-03-27 00:00:00
5280,5280,Innovation Pro SA,940438641,,2025-03-22 00:00:00,2025-03-22 00:00:00
5281,5281,Digital Avenir EURL,770770204,,2020-12-07 00:00:00,2020-12-07 00:00:00
5282,5282,Groupe Sud SASU,712023779,,2021-10-27 00:00:00,2021-10-27 00:00:00
5283,5283,Transport Centre EURL,966552150,,2022-01-14 00:00:00,2022-01-14 00:00:00
5284,5284,Transport Méditerranée SASU,114637507,,2020-08-27 00:00:00,2020-08-27 00:00:00
5285,5285,Digital Sud SASU,412373979,,2022-09-26 00:00:00,2022-09-26 00:00:00
5286,5286,Services Europe EURL,687750232,,2020-09-16 00:00:00,2020-09-16 00:00:00
5287,5287,Construction Est SNC,798105706,,2020-10-29 00:00:00,2020-10-29 00:00:00
5288,5288,Industrie International SA,625156617,,2025-08-11 00:00:00,2025-08-11 00:00:00
5289,5289,Industrie Expert SASU,819068248,,2022-08-27 00:00:00,2022-08-27 00:00:00
5290,5290,Systems Méditerranée SNC,390481422,,2025-01-15 00:00:00,2025-01-15 00:00:00
5291,5291,Consulting Grand Ouest SARL,918986977,,2021-10-20 00:00:00,2021-10-20 00:00:00
5292,5292,Solutions Nouvelle SAS,465638237,,2022-07-03 00:00:00,2022-07-03 00:00:00
5293,5293,Alimentation Plus SASU,194834834,,2021-02-26 00:00:00,2021-02-26 00:00:00
5294,5294,Consulting Ouest EURL,409839545,,2021-09-02 00:00:00,2021-09-02 00:00:00
5295,5295,Groupe Pro SARL,001814441,,2025-08-29 00:00:00,2025-08-29 00:00:00
5296,5296,Digital Moderne SA,115006728,,2023-11-19 00:00:00,2023-11-19 00:00:00
5297,5297,Produits Centre EURL,334967163,,2022-03-31 00:00:00,2022-03-31 00:00:00
5298,5298,Innovation Méditerranée SA,415039114,,2020-12-16 00:00:00,2020-12-16 00:00:00
5299,5299,Transport Centre SA,980579080,,2021-12-26 00:00:00,2021-12-26 00:00:00
5300,5300,Innovation Méditerranée EURL,984536334,,2024-09-03 00:00:00,2024-09-03 00:00:00
5301,5301,Construction Plus SNC,562146860,,2025-04-11 00:00:00,2025-04-11 00:00:00
5302,5302,Distribution Avenir SARL,971332531,,2021-07-18 00:00:00,2021-07-18 00:00:00
5303,5303,Systems Moderne SASU,656904554,,2022-07-03 00:00:00,2022-07-03 00:00:00
5304,5304,Digital Avenir SAS,235803822,,2023-11-19 00:00:00,2023-11-19 00:00:00
5305,5305,Alimentation Ouest SNC,065596629,,2024-12-23 00:00:00,2024-12-23 00:00:00
5306,5306,Énergie France SASU,976029413,,2025-08-30 00:00:00,2025-08-30 00:00:00
5307,5307,Digital France SA,125804906,,2023-02-25 00:00:00,2023-02-25 00:00:00
5308,5308,Services Europe SA,257914507,,2025-10-09 00:00:00,2025-10-09 00:00:00
5309,5309,Consulting Avenir SAS,048113914,,2020-09-16 00:00:00,2020-09-16 00:00:00
5310,5310,Énergie Nouvelle SARL,013592746,,2021-05-13 00:00:00,2021-05-13 00:00:00
5311,5311,Transport Ouest SASU,330092610,,2021-03-22 00:00:00,2021-03-22 00:00:00
5312,5312,Produits Rhône-Alpes SARL,790216485,,2024-06-05 00:00:00,2024-06-05 00:00:00
5313,5313,Industrie Moderne SA,672293487,,2022-06-24 00:00:00,2022-06-24 00:00:00
5314,5314,Transport Méditerranée SASU,129854030,,2023-01-25 00:00:00,2023-01-25 00:00:00
5315,5315,Digital Nouvelle SA,019002930,,2021-08-08 00:00:00,2021-08-08 00:00:00
5316,5316,Commerce Grand Ouest SNC,514131283,,2021-02-16 00:00:00,2021-02-16 00:00:00
5317,5317,Alimentation Rhône-Alpes SA,486765225,,2023-06-18 00:00:00,2023-06-18 00:00:00
5318,5318,Digital Sud SASU,906978176,,2025-07-10 00:00:00,2025-07-10 00:00:00
5319,5319,Société Est SARL,671823979,,2021-07-28 00:00:00,2021-07-28 00:00:00
5320,5320,Énergie Premium SNC,332618560,,2024-06-17 00:00:00,2024-06-17 00:00:00
5321,5321,Société Ouest EURL,898912241,,2025-10-16 00:00:00,2025-10-16 00:00:00
5322,5322,Alimentation Paris SA,637344672,,2021-02-27 00:00:00,2021-02-27 00:00:00
5323,5323,Développement Méditerranée SA,621418946,,2020-10-25 00:00:00,2020-10-25 00:00:00
5324,5324,Transport Paris SAS,076968478,,2021-06-25 00:00:00,2021-06-25 00:00:00
5325,5325,Développement Grand Ouest SASU,727156903,,2020-08-31 00:00:00,2020-08-31 00:00:00
5326,5326,Énergie International EURL,484205018,,2020-01-26 00:00:00,2020-01-26 00:00:00
5327,5327,Énergie Nouvelle SARL,437345119,,2023-03-10 00:00:00,2023-03-10 00:00:00
5328,5328,Transport Moderne SA,856269386,,2025-10-22 00:00:00,2025-10-22 00:00:00
5329,5329,Innovation Est SA,086406519,,2023-12-26 00:00:00,2023-12-26 00:00:00
5330,5330,Produits International SA,702140229,,2023-09-20 00:00:00,2023-09-20 00:00:00
5331,5331,Services Nord SASU,119842854,,2023-07-10 00:00:00,2023-07-10 00:00:00
5332,5332,Énergie Grand Ouest SAS,993194547,,2025-09-13 00:00:00,2025-09-13 00:00:00
5333,5333,Construction Rhône-Alpes SASU,112326277,,2022-02-19 00:00:00,2022-02-19 00:00:00
5334,5334,Technologies Est SAS,196320238,,2020-09-14 00:00:00,2020-09-14 00:00:00
5335,5335,Consulting Premium SARL,142978279,,2024-02-15 00:00:00,2024-02-15 00:00:00
5336,5336,Industrie Nord SNC,383044369,,2022-10-13 00:00:00,2022-10-13 00:00:00
5337,5337,Distribution Nouvelle SA,399617166,,2025-06-01 00:00:00,2025-06-01 00:00:00
5338,5338,Technologies Nord SA,044894699,,2022-09-24 00:00:00,2022-09-24 00:00:00
5339,5339,Systems Europe SNC,741647408,,2025-06-20 00:00:00,2025-06-20 00:00:00
5340,5340,Alimentation Expert SA,396929663,,2020-09-01 00:00:00,2020-09-01 00:00:00
5341,5341,Consulting Est SA,544998735,,2024-05-31 00:00:00,2024-05-31 00:00:00
5342,5342,Innovation International SNC,847093465,,2024-02-14 00:00:00,2024-02-14 00:00:00
5343,5343,Matériaux Moderne SAS,678513748,,2024-02-09 00:00:00,2024-02-09 00:00:00
5344,5344,Produits Paris SAS,846362408,,2022-02-23 00:00:00,2022-02-23 00:00:00
5345,5345,Consulting Méditerranée SA,569668775,,2022-01-17 00:00:00,2022-01-17 00:00:00
5346,5346,Produits France SNC,311299812,,2021-06-16 00:00:00,2021-06-16 00:00:00
5347,5347,Matériaux Centre EURL,015293921,,2022-10-04 00:00:00,2022-10-04 00:00:00
5348,5348,Commerce Europe SA,624341814,,2024-07-16 00:00:00,2024-07-16 00:00:00
5349,5349,Distribution Est SAS,366750537,,2023-10-14 00:00:00,2023-10-14 00:00:00
5350,5350,Digital International SA,981757354,,2023-10-13 00:00:00,2023-10-13 00:00:00
5351,5351,Produits Plus SARL,452134828,,2023-07-31 00:00:00,2023-07-31 00:00:00
5352,5352,Société Plus SNC,026119867,,2020-08-12 00:00:00,2020-08-12 00:00:00
5353,5353,Produits International SASU,219737673,,2022-10-03 00:00:00,2022-10-03 00:00:00
5354,5354,Entreprise Moderne SA,456007350,,2022-06-10 00:00:00,2022-06-10 00:00:00
5355,5355,Développement Est SARL,096259320,,2020-03-16 00:00:00,2020-03-16 00:00:00
5356,5356,Commerce Nord SA,290199025,,2023-08-04 00:00:00,2023-08-04 00:00:00
5357,5357,Alimentation Centre SASU,438841207,,2020-11-24 00:00:00,2020-11-24 00:00:00
5358,5358,Technologies Centre SNC,092623412,,2024-05-17 00:00:00,2024-05-17 00:00:00
5359,5359,Entreprise Grand Ouest SA,872246111,,2020-10-31 00:00:00,2020-10-31 00:00:00
5360,5360,Distribution Sud SASU,134310457,,2023-10-12 00:00:00,2023-10-12 00:00:00
5361,5361,Matériaux Nouvelle SASU,357312701,,2021-08-03 00:00:00,2021-08-03 00:00:00
5362,5362,Transport Plus SA,499501286,,2020-09-04 00:00:00,2020-09-04 00:00:00
5363,5363,Innovation Premium SNC,845957737,,2025-04-18 00:00:00,2025-04-18 00:00:00
5364,5364,Développement Est SARL,894969831,,2025-01-29 00:00:00,2025-01-29 00:00:00
5365,5365,Alimentation Rhône-Alpes SARL,419249073,,2025-04-29 00:00:00,2025-04-29 00:00:00
5366,5366,Technologies Rhône-Alpes SAS,556395408,,2023-06-06 00:00:00,2023-06-06 00:00:00
5367,5367,Produits Nouvelle SASU,729438671,,2024-07-10 00:00:00,2024-07-10 00:00:00
5368,5368,Services Sud SA,932019367,,2020-09-20 00:00:00,2020-09-20 00:00:00
5369,5369,Industrie Pro EURL,017276791,,2023-09-21 00:00:00,2023-09-21 00:00:00
5370,5370,Commerce Paris SARL,387718596,,2025-02-15 00:00:00,2025-02-15 00:00:00
5371,5371,Entreprise Avenir SARL,675291645,,2020-11-14 00:00:00,2020-11-14 00:00:00
5372,5372,Services Grand Ouest EURL,623858933,,2023-03-04 00:00:00,2023-03-04 00:00:00
5373,5373,Innovation Grand Ouest SAS,365674654,,2022-08-26 00:00:00,2022-08-26 00:00:00
5374,5374,Solutions Moderne SASU,950676593,,2022-01-10 00:00:00,2022-01-10 00:00:00
5375,5375,Services Sud SARL,520166067,,2021-04-21 00:00:00,2021-04-21 00:00:00
5376,5376,Commerce Nord SA,436572945,,2024-09-05 00:00:00,2024-09-05 00:00:00
5377,5377,Transport France SASU,326519907,,2021-11-14 00:00:00,2021-11-14 00:00:00
5378,5378,Digital Expert SARL,556758621,,2023-11-21 00:00:00,2023-11-21 00:00:00
5379,5379,Solutions Centre SARL,130408297,,2024-01-04 00:00:00,2024-01-04 00:00:00
5380,5380,Matériaux Centre EURL,412711954,,2024-02-11 00:00:00,2024-02-11 00:00:00
5381,5381,Technologies Pro SARL,103283784,,2022-12-26 00:00:00,2022-12-26 00:00:00
5382,5382,Consulting Plus SA,307340117,,2025-09-21 00:00:00,2025-09-21 00:00:00
5383,5383,Société Est SA,183116599,,2021-10-01 00:00:00,2021-10-01 00:00:00
5384,5384,Matériaux Sud SNC,889048823,,2024-03-01 00:00:00,2024-03-01 00:00:00
5385,5385,Développement Moderne SARL,484550231,,2024-03-14 00:00:00,2024-03-14 00:00:00
5386,5386,Distribution Europe SAS,297099848,,2024-09-26 00:00:00,2024-09-26 00:00:00
5387,5387,Technologies France EURL,994531275,,2024-08-13 00:00:00,2024-08-13 00:00:00
5388,5388,Distribution Europe SAS,294670518,,2025-05-19 00:00:00,2025-05-19 00:00:00
5389,5389,Entreprise International SAS,580141570,,2024-07-05 00:00:00,2024-07-05 00:00:00
5390,5390,Systems Avenir SASU,076541259,,2021-07-24 00:00:00,2021-07-24 00:00:00
5391,5391,Consulting Avenir SA,144552478,,2025-06-14 00:00:00,2025-06-14 00:00:00
5392,5392,Solutions Est SNC,280355579,,2021-08-31 00:00:00,2021-08-31 00:00:00
5393,5393,Construction Moderne SAS,640345534,,2021-09-14 00:00:00,2021-09-14 00:00:00
5394,5394,Développement Grand Ouest EURL,760860270,,2020-05-20 00:00:00,2020-05-20 00:00:00
5395,5395,Consulting Avenir SA,833899800,,2022-03-22 00:00:00,2022-03-22 00:00:00
5396,5396,Alimentation Premium SNC,487103210,,2020-02-02 00:00:00,2020-02-02 00:00:00
5397,5397,Développement Paris SAS,935554972,,2025-04-26 00:00:00,2025-04-26 00:00:00
5398,5398,Matériaux Moderne SA,945996957,,2022-07-07 00:00:00,2022-07-07 00:00:00
5399,5399,Industrie Nouvelle EURL,555374792,,2022-02-08 00:00:00,2022-02-08 00:00:00
5400,5400,Industrie Rhône-Alpes SARL,403695521,,2023-05-09 00:00:00,2023-05-09 00:00:00
5401,5401,Construction Expert SASU,426506952,,2021-02-12 00:00:00,2021-02-12 00:00:00
5402,5402,Consulting Europe SARL,152261913,,2021-12-18 00:00:00,2021-12-18 00:00:00
5403,5403,Groupe France SNC,830650818,,2025-08-04 00:00:00,2025-08-04 00:00:00
5404,5404,Commerce France EURL,051667483,,2020-04-16 00:00:00,2020-04-16 00:00:00
5405,5405,Systems Plus SNC,108758756,,2023-01-05 00:00:00,2023-01-05 00:00:00
5406,5406,Distribution Avenir SNC,935977769,,2023-12-13 00:00:00,2023-12-13 00:00:00
5407,5407,Consulting Ouest SA,367616208,,2022-07-18 00:00:00,2022-07-18 00:00:00
5408,5408,Technologies Plus SASU,982712481,,2022-08-17 00:00:00,2022-08-17 00:00:00
5409,5409,Technologies Avenir EURL,183424167,,2025-07-09 00:00:00,2025-07-09 00:00:00
5410,5410,Distribution Rhône-Alpes SA,611918707,,2023-11-14 00:00:00,2023-11-14 00:00:00
5411,5411,Société Plus EURL,810296491,,2022-10-12 00:00:00,2022-10-12 00:00:00
5412,5412,Services Expert SNC,919153650,,2024-04-03 00:00:00,2024-04-03 00:00:00
5413,5413,Matériaux Avenir SNC,407263607,,2025-07-06 00:00:00,2025-07-06 00:00:00
5414,5414,Construction Ouest SARL,059756007,,2025-04-19 00:00:00,2025-04-19 00:00:00
5415,5415,Innovation International SASU,590818605,,2025-04-01 00:00:00,2025-04-01 00:00:00
5416,5416,Digital Premium SASU,864674718,,2021-09-12 00:00:00,2021-09-12 00:00:00
5417,5417,Technologies Paris SAS,207050378,,2022-03-15 00:00:00,2022-03-15 00:00:00
5418,5418,Industrie Sud SASU,429532278,,2024-03-14 00:00:00,2024-03-14 00:00:00
5419,5419,Développement France SASU,263358632,,2021-11-11 00:00:00,2021-11-11 00:00:00
5420,5420,Solutions France SA,859971145,,2020-02-17 00:00:00,2020-02-17 00:00:00
5421,5421,Services Avenir SASU,912531928,,2020-01-27 00:00:00,2020-01-27 00:00:00
5422,5422,Énergie Expert SASU,678941329,,2020-04-21 00:00:00,2020-04-21 00:00:00
5423,5423,Industrie Nouvelle SARL,611388943,,2021-03-05 00:00:00,2021-03-05 00:00:00
5424,5424,Digital Nouvelle SNC,079586533,,2025-03-06 00:00:00,2025-03-06 00:00:00
5425,5425,Commerce Ouest SASU,092529486,,2025-10-03 00:00:00,2025-10-03 00:00:00
5426,5426,Société Centre SASU,090321878,,2024-09-28 00:00:00,2024-09-28 00:00:00
5427,5427,Construction Plus EURL,603437807,,2024-11-04 00:00:00,2024-11-04 00:00:00
5428,5428,Produits Méditerranée SARL,487591588,,2023-03-31 00:00:00,2023-03-31 00:00:00
5429,5429,Systems Pro SASU,477992903,,2024-05-14 00:00:00,2024-05-14 00:00:00
5430,5430,Construction Ouest SNC,253136774,,2021-03-11 00:00:00,2021-03-11 00:00:00
5431,5431,Systems Plus SAS,918371972,,2021-06-08 00:00:00,2021-06-08 00:00:00
5432,5432,Technologies Europe SA,496519893,,2021-02-08 00:00:00,2021-02-08 00:00:00
5433,5433,Entreprise Avenir EURL,129560025,,2023-04-25 00:00:00,2023-04-25 00:00:00
5434,5434,Construction Centre SA,003921053,,2023-04-12 00:00:00,2023-04-12 00:00:00
5435,5435,Transport France SARL,728051392,,2024-03-31 00:00:00,2024-03-31 00:00:00
5436,5436,Technologies Méditerranée SA,399765726,,2023-05-22 00:00:00,2023-05-22 00:00:00
5437,5437,Commerce Premium SASU,828761692,,2024-07-11 00:00:00,2024-07-11 00:00:00
5438,5438,Systems Est SA,302277967,,2021-05-11 00:00:00,2021-05-11 00:00:00
5439,5439,Produits Nord SASU,276987484,,2021-09-22 00:00:00,2021-09-22 00:00:00
5440,5440,Digital Ouest SAS,808315261,,2023-01-15 00:00:00,2023-01-15 00:00:00
5441,5441,Systems Expert SARL,113552210,,2021-08-19 00:00:00,2021-08-19 00:00:00
5442,5442,Industrie Est SA,048802003,,2024-12-22 00:00:00,2024-12-22 00:00:00
5443,5443,Matériaux Nord SARL,170818587,,2024-11-28 00:00:00,2024-11-28 00:00:00
5444,5444,Énergie Rhône-Alpes SNC,780498267,,2023-06-19 00:00:00,2023-06-19 00:00:00
5445,5445,Systems Nouvelle SAS,516554847,,2020-01-03 00:00:00,2020-01-03 00:00:00
5446,5446,Technologies Ouest SNC,344803952,,2023-01-06 00:00:00,2023-01-06 00:00:00
5447,5447,Matériaux Ouest SA,256517871,,2022-05-25 00:00:00,2022-05-25 00:00:00
5448,5448,Produits Ouest SNC,278711213,,2023-04-24 00:00:00,2023-04-24 00:00:00
5449,5449,Alimentation International EURL,687483891,,2022-10-10 00:00:00,2022-10-10 00:00:00
5450,5450,Société Paris SNC,832535611,,2025-07-23 00:00:00,2025-07-23 00:00:00
5451,5451,Distribution France SAS,306986555,,2020-01-03 00:00:00,2020-01-03 00:00:00
5452,5452,Solutions Rhône-Alpes SNC,350215398,,2025-11-17 00:00:00,2025-11-17 00:00:00
5453,5453,Construction Rhône-Alpes SNC,012142998,,2022-10-12 00:00:00,2022-10-12 00:00:00
5454,5454,Construction Sud EURL,257011692,,2023-10-31 00:00:00,2023-10-31 00:00:00
5455,5455,Groupe Centre SASU,325148336,,2023-03-30 00:00:00,2023-03-30 00:00:00
5456,5456,Services Ouest EURL,763693546,,2025-04-30 00:00:00,2025-04-30 00:00:00
5457,5457,Groupe Moderne SASU,747060572,,2022-08-10 00:00:00,2022-08-10 00:00:00
5458,5458,Consulting Europe SARL,926343476,,2022-05-26 00:00:00,2022-05-26 00:00:00
5459,5459,Industrie Méditerranée SASU,616553137,,2020-08-08 00:00:00,2020-08-08 00:00:00
5460,5460,Digital Ouest SNC,187997374,,2021-08-01 00:00:00,2021-08-01 00:00:00
5461,5461,Commerce International SARL,205830136,,2020-05-31 00:00:00,2020-05-31 00:00:00
5462,5462,Consulting Méditerranée SA,933209322,,2020-07-08 00:00:00,2020-07-08 00:00:00
5463,5463,Groupe Expert SNC,203760319,,2022-10-28 00:00:00,2022-10-28 00:00:00
5464,5464,Groupe Premium EURL,251569554,,2021-01-31 00:00:00,2021-01-31 00:00:00
5465,5465,Matériaux Méditerranée SNC,365981315,,2025-12-19 00:00:00,2025-12-19 00:00:00
5466,5466,Énergie Rhône-Alpes SARL,502963515,,2024-09-06 00:00:00,2024-09-06 00:00:00
5467,5467,Entreprise Expert SAS,888232550,,2024-07-05 00:00:00,2024-07-05 00:00:00
5468,5468,Produits Europe SASU,899621882,,2022-05-16 00:00:00,2022-05-16 00:00:00
5469,5469,Produits Est SA,065973919,,2023-12-06 00:00:00,2023-12-06 00:00:00
5470,5470,Produits Centre SA,719366213,,2025-11-01 00:00:00,2025-11-01 00:00:00
5471,5471,Énergie Sud SAS,303173066,,2023-12-01 00:00:00,2023-12-01 00:00:00
5472,5472,Consulting International SAS,981570559,,2020-07-15 00:00:00,2020-07-15 00:00:00
5473,5473,Alimentation Ouest SARL,289179079,,2025-10-24 00:00:00,2025-10-24 00:00:00
5474,5474,Groupe Centre SARL,467542338,,2022-04-10 00:00:00,2022-04-10 00:00:00
5475,5475,Transport Premium SA,281573485,,2025-10-27 00:00:00,2025-10-27 00:00:00
5476,5476,Énergie Avenir SA,426691614,,2021-07-10 00:00:00,2021-07-10 00:00:00
5477,5477,Technologies Moderne SA,169245982,,2022-05-11 00:00:00,2022-05-11 00:00:00
5478,5478,Entreprise Europe EURL,219579133,,2020-04-15 00:00:00,2020-04-15 00:00:00
5479,5479,Groupe Plus SNC,369101902,,2024-08-13 00:00:00,2024-08-13 00:00:00
5480,5480,Consulting International SARL,969260850,,2024-07-08 00:00:00,2024-07-08 00:00:00
5481,5481,Systems Est SA,665039855,,2022-05-02 00:00:00,2022-05-02 00:00:00
5482,5482,Solutions Europe SAS,850040551,,2025-03-06 00:00:00,2025-03-06 00:00:00
5483,5483,Technologies Europe SAS,716486097,,2021-11-14 00:00:00,2021-11-14 00:00:00
5484,5484,Commerce Sud SASU,583728993,,2023-12-29 00:00:00,2023-12-29 00:00:00
5485,5485,Matériaux Paris SAS,439380692,,2022-05-26 00:00:00,2022-05-26 00:00:00
5486,5486,Produits Pro SNC,664794534,,2021-08-02 00:00:00,2021-08-02 00:00:00
5487,5487,Solutions Méditerranée EURL,509473021,,2022-03-23 00:00:00,2022-03-23 00:00:00
5488,5488,Innovation Est SAS,688412642,,2021-07-15 00:00:00,2021-07-15 00:00:00
5489,5489,Consulting Est SNC,188772206,,2022-01-13 00:00:00,2022-01-13 00:00:00
5490,5490,Consulting Europe SNC,677291338,,2025-04-28 00:00:00,2025-04-28 00:00:00
5491,5491,Transport Ouest SA,464093236,,2020-12-24 00:00:00,2020-12-24 00:00:00
5492,5492,Systems France SAS,392130019,,2024-03-02 00:00:00,2024-03-02 00:00:00
5493,5493,Industrie Europe EURL,517408225,,2024-11-08 00:00:00,2024-11-08 00:00:00
5494,5494,Digital Expert SASU,631531183,,2025-04-28 00:00:00,2025-04-28 00:00:00
5495,5495,Technologies Pro SAS,206288201,,2020-06-20 00:00:00,2020-06-20 00:00:00
5496,5496,Transport Sud EURL,086821311,,2023-01-23 00:00:00,2023-01-23 00:00:00
5497,5497,Industrie Méditerranée EURL,144087269,,2020-04-27 00:00:00,2020-04-27 00:00:00
5498,5498,Société Est SNC,569496631,,2024-10-20 00:00:00,2024-10-20 00:00:00
5499,5499,Solutions France SA,953713716,,2024-01-27 00:00:00,2024-01-27 00:00:00
5500,5500,Groupe Centre SASU,218928919,,2020-05-15 00:00:00,2020-05-15 00:00:00
5501,5501,Consulting Pro SA,685877466,,2025-01-09 00:00:00,2025-01-09 00:00:00
5502,5502,Distribution Rhône-Alpes SNC,180760159,,2020-02-22 00:00:00,2020-02-22 00:00:00
5503,5503,Solutions Pro SA,983994179,,2025-10-21 00:00:00,2025-10-21 00:00:00
5504,5504,Digital Avenir SA,032313751,,2023-06-21 00:00:00,2023-06-21 00:00:00
5505,5505,Matériaux Avenir SASU,433634821,,2020-07-04 00:00:00,2020-07-04 00:00:00
5506,5506,Développement Méditerranée SA,609268594,,2020-11-25 00:00:00,2020-11-25 00:00:00
5507,5507,Alimentation Nord SNC,473736239,,2021-05-05 00:00:00,2021-05-05 00:00:00
5508,5508,Solutions Plus SNC,533970273,,2025-08-30 00:00:00,2025-08-30 00:00:00
5509,5509,Distribution Avenir SARL,092025766,,2020-08-26 00:00:00,2020-08-26 00:00:00
5510,5510,Technologies Sud EURL,326077716,,2025-11-15 00:00:00,2025-11-15 00:00:00
5511,5511,Société Premium SAS,719275877,,2025-05-23 00:00:00,2025-05-23 00:00:00
5512,5512,Innovation Premium SA,388216756,,2023-05-28 00:00:00,2023-05-28 00:00:00
5513,5513,Construction Plus SA,316133701,,2022-01-27 00:00:00,2022-01-27 00:00:00
5514,5514,Entreprise Europe SARL,376437505,,2022-10-08 00:00:00,2022-10-08 00:00:00
5515,5515,Groupe Ouest SAS,522831619,,2023-03-14 00:00:00,2023-03-14 00:00:00
5516,5516,Systems Premium SASU,795129378,,2020-11-01 00:00:00,2020-11-01 00:00:00
5517,5517,Alimentation Paris SNC,538819764,,2020-10-31 00:00:00,2020-10-31 00:00:00
5518,5518,Énergie Méditerranée SARL,063471064,,2024-05-19 00:00:00,2024-05-19 00:00:00
5519,5519,Distribution Méditerranée SASU,916722390,,2025-05-21 00:00:00,2025-05-21 00:00:00
5520,5520,Entreprise Grand Ouest SNC,914136817,,2022-02-07 00:00:00,2022-02-07 00:00:00
5521,5521,Commerce Nord SNC,036359255,,2025-04-28 00:00:00,2025-04-28 00:00:00
5522,5522,Systems Moderne SAS,189333446,,2020-05-30 00:00:00,2020-05-30 00:00:00
5523,5523,Énergie Europe SA,938944964,,2025-12-24 00:00:00,2025-12-24 00:00:00
5524,5524,Construction Paris SAS,192049294,,2023-09-08 00:00:00,2023-09-08 00:00:00
5525,5525,Groupe Moderne SASU,221984230,,2024-01-02 00:00:00,2024-01-02 00:00:00
5526,5526,Commerce Est SA,833591639,,2025-03-27 00:00:00,2025-03-27 00:00:00
5527,5527,Société Rhône-Alpes EURL,428851943,,2024-12-17 00:00:00,2024-12-17 00:00:00
5528,5528,Matériaux Pro SNC,276417326,,2024-07-03 00:00:00,2024-07-03 00:00:00
5529,5529,Technologies Paris SAS,883126823,,2023-01-04 00:00:00,2023-01-04 00:00:00
5530,5530,Distribution Expert SAS,936348416,,2020-04-07 00:00:00,2020-04-07 00:00:00
5531,5531,Alimentation Moderne SAS,336908793,,2023-07-08 00:00:00,2023-07-08 00:00:00
5532,5532,Produits Est SASU,137942843,,2025-07-06 00:00:00,2025-07-06 00:00:00
5533,5533,Innovation Rhône-Alpes SARL,385651286,,2020-04-19 00:00:00,2020-04-19 00:00:00
5534,5534,Digital International SARL,913896429,,2020-03-10 00:00:00,2020-03-10 00:00:00
5535,5535,Société Paris SA,682810031,,2022-01-18 00:00:00,2022-01-18 00:00:00
5536,5536,Énergie Plus SASU,619508153,,2024-03-10 00:00:00,2024-03-10 00:00:00
5537,5537,Développement Grand Ouest SA,591717293,,2023-06-28 00:00:00,2023-06-28 00:00:00
5538,5538,Commerce Plus SAS,634023899,,2024-04-11 00:00:00,2024-04-11 00:00:00
5539,5539,Commerce Europe SA,544741382,,2020-05-25 00:00:00,2020-05-25 00:00:00
5540,5540,Solutions Premium SA,034219832,,2021-12-08 00:00:00,2021-12-08 00:00:00
5541,5541,Distribution Avenir SARL,999791593,,2022-06-30 00:00:00,2022-06-30 00:00:00
5542,5542,Innovation Grand Ouest SAS,237302054,,2021-09-10 00:00:00,2021-09-10 00:00:00
5543,5543,Industrie Paris SASU,104688551,,2022-04-25 00:00:00,2022-04-25 00:00:00
5544,5544,Développement Paris SASU,779945773,,2022-02-17 00:00:00,2022-02-17 00:00:00
5545,5545,Distribution Paris SASU,375625761,,2024-08-14 00:00:00,2024-08-14 00:00:00
5546,5546,Industrie Méditerranée SAS,630294791,,2024-02-09 00:00:00,2024-02-09 00:00:00
5547,5547,Transport Nord SASU,918011792,,2025-09-16 00:00:00,2025-09-16 00:00:00
5548,5548,Solutions Premium EURL,227801925,,2021-02-08 00:00:00,2021-02-08 00:00:00
5549,5549,Digital Paris EURL,377971692,,2022-09-16 00:00:00,2022-09-16 00:00:00
5550,5550,Services International SAS,279440069,,2020-11-02 00:00:00,2020-11-02 00:00:00
5551,5551,Construction Avenir SA,316132497,,2022-07-17 00:00:00,2022-07-17 00:00:00
5552,5552,Consulting Rhône-Alpes SNC,715110029,,2024-06-07 00:00:00,2024-06-07 00:00:00
5553,5553,Matériaux Moderne SNC,483845269,,2025-03-01 00:00:00,2025-03-01 00:00:00
5554,5554,Technologies Rhône-Alpes EURL,314807892,,2022-03-05 00:00:00,2022-03-05 00:00:00
5555,5555,Entreprise Expert SASU,811572619,,2024-03-19 00:00:00,2024-03-19 00:00:00
5556,5556,Transport Pro SASU,515595429,,2022-12-05 00:00:00,2022-12-05 00:00:00
5557,5557,Solutions Sud SNC,433823143,,2023-05-19 00:00:00,2023-05-19 00:00:00
5558,5558,Solutions Ouest SAS,799449137,,2021-12-23 00:00:00,2021-12-23 00:00:00
5559,5559,Consulting Paris SA,076663509,,2024-12-26 00:00:00,2024-12-26 00:00:00
5560,5560,Industrie Nord SNC,159616846,,2023-01-10 00:00:00,2023-01-10 00:00:00
5561,5561,Digital Rhône-Alpes EURL,031846389,,2021-08-02 00:00:00,2021-08-02 00:00:00
5562,5562,Technologies International SNC,401004437,,2022-12-27 00:00:00,2022-12-27 00:00:00
5563,5563,Solutions France SNC,118254978,,2025-12-21 00:00:00,2025-12-21 00:00:00
